fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.5213514013027891,0.9389212232156111,-1.3644293745671479,-0.46621733734112936,-0.23129361403505436,-0.450269919760612,-0.36345100367259525,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,-0.8153674590835597,-1.7348585811375585
-0.2924654202430284,1.9409632009331121,-1.3644293745671479,0.05003827349083765,0.23414406350379674,0.9155189639488586,0.6431949857922227,0.036148766090434124,-0.7086173644541656,0.13082383598394684,-0.5933413487184958,-0.8153674590835597,-1.7327033953295414
-0.2924654202430284,1.2729352157881115,-1.1610593836784147,-0.17121413115143408,0.10720651508411,-0.06004452441504894,0.24663747479093076,0.14004124695863643,-0.3256322682742745,-0.04523383025975527,-0.5933413487184958,-0.8153674590835597,-1.7305482095215245
1.6530654187649396,-1.39917672479189,1.482750497875116,-0.46621733734112936,-0.25244987210500214,0.13506817325773257,0.4296640183299886,0.6595036512997056,-0.9639407619074282,-0.4560350514950602,-0.5933413487184958,0.42559792804361607,-1.7283930237135077
-0.5213514013027891,0.9389212232156111,-1.3644293745671479,-0.46621733734112936,-0.23129361403505436,-0.450269919760612,-0.36345100367259525,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,-0.8153674590835597,-1.7262378379054908
-0.5213514013027891,0.716245228167278,-1.3644293745671479,-0.5399681388885531,-0.25244987210500214,-0.2551572220878304,-0.18042446013353747,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,-0.8153674590835597,-1.7240826520974737
-0.23524392497808785,0.3822312355947775,-1.059374388234048,-0.6874697419834007,-0.3793874205246886,-0.06004452441504894,0.39915959440681226,-0.17163619564602814,-0.07030887082101185,-1.1602657164698675,-0.9629602940824201,-0.8153674590835597,-1.7219274662894568
-0.5785728965677296,0.6605762294051946,-1.3644293745671479,-0.9824729481730962,-0.4640124528044798,-0.06004452441504894,-0.7600085146738872,-1.1066685234599065,0.5041687734488305,-1.1015798277219673,-0.40853187603653435,1.6665633151707917,-1.71977228048144
-0.2924654202430284,0.27089323807061066,-1.2627443791227813,-0.39246653579370544,-0.2947623882448977,-0.6453826174333934,-0.851521786443416,0.036148766090434124,0.31267622535888207,-0.5147209402429609,-0.8705555577414394,1.6665633151707917,-1.7176170946734228
-0.9219018681573709,0.27089323807061066,-0.9576893927896815,-0.5399681388885531,0.21298780543384688,-0.06004452441504894,0.58218613794587,-0.4313673978165339,-0.19797056954764317,-0.6907786064866623,-1.1477697667643831,-0.8153674590835597,-1.713306723057389
-1.5513383160717138,0.46573473373790264,-1.3644293745671479,-0.6874697419834007,0.04373774087426662,0.037511824421341815,0.39915959440681226,-1.2625072447622676,1.7169549113518265,-0.8081503839824637,-0.5009366123775151,-0.8153674590835597,-1.708996351441355
-0.2924654202430284,0.43790023435686093,0.11000305937616724,-0.6874697419834007,0.5726441926229611,-0.6453826174333934,-0.5159731232884768,0.347826208695041,-0.3256322682742745,5.295182045799204,-1.240174503105364,-0.8153674590835597,-1.7068411656333382
0.10808504661155341,-1.39917672479189,1.482750497875116,-0.5399681388885531,0.10720651508411,1.891082452312766,1.7413542470265695,0.08809500652453527,-0.07030887082101185,0.5416250572192511,0.0534918056683707,1.6665633151707917,-1.7003756082092873
-0.23524392497808785,-1.1765007297435568,1.2285380092641995,-0.5399681388885531,5.375114774501105,0.13506817325773257,0.30764632263728336,0.08809500652453527,-1.729910954267216,2.478259385899973,-1.1477697667643831,0.42559792804361607,-1.6939100507852365
-0.406908410772909,-0.7868177384089731,0.21168805482053388,-0.17121413115143408,-0.10435606561536967,0.7204062662760771,0.7652126814849278,0.7633961321679079,1.3339698151719326,-0.04523383025975527,-0.6857460850594781,-0.8153674590835597,-1.6895996791692027
-0.23524392497808785,-0.5641417433606397,-0.29673692240129895,-0.6874697419834007,0.40339412806337877,-0.5478262685970027,-0.27193773190306636,-0.06774371477776818,-0.900109912544114,1.4805992771856618,-0.8705555577414394,-0.8153674590835597,-1.6874444933611856
0.10808504661155341,-0.23012775078813952,-0.8051618996231318,-0.17121413115143408,-0.06204354947547203,-0.6453826174333934,0.6431949857922227,0.036148766090434124,-0.900109912544114,-0.749464495234563,-0.9629602940824201,-0.8153674590835597,-1.6852893075531687
-0.8074588776274902,-0.7311487396468896,-0.6526344064565818,-0.09746332960401016,-0.040887291405524245,0.5252935686032956,-0.18042446013353747,0.036148766090434124,0.7594921709020931,-0.16260560775555669,-0.6857460850594781,0.42559792804361607,-1.6831341217451519
-1.1507878492171322,-0.7868177384089731,-0.5509494110122153,-0.8349713450782486,-0.1466685817552632,-0.450269919760612,-0.6989996668275346,-0.6391523595529385,0.18501452663225076,-0.5734068289908609,-1.0553650304234008,-0.8153674590835597,-1.680978935937135
-0.406908410772909,-0.6754797408848066,-0.1442094292347491,-0.5399681388885531,-0.1466685817552632,-1.1331643616153473,-1.0650527539056502,-0.27552867651423046,-0.19797056954764317,-0.3973491627471595,-0.8705555577414394,-0.8153674590835597,-1.6788237501291179
